,Kinase Classification,Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process
224,STE,Hek293_XO44 / Hek293_control,Q9Y6E0,Q9Y6E0,7.95037886751764,7.95037886751764,0.0049773296008916,0.0048531967833839,6,Q9Y6E0,STK24,Serine/threonine-protein kinase 24,STK24_HUMAN,26,24634.4647089666,247.344647089666,Hek293_XO44,Hek293_control,"nucleus,nucleoplasm,nucleolus,cytoplasm,Golgi apparatus,cytosol,membrane,extracellular exosome","protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,MAP kinase kinase kinase kinase activity,cadherin binding,metal ion binding","MAPK cascade,activation of MAPKKK activity,protein phosphorylation,signal transduction,regulation of mitotic cell cycle,intrinsic apoptotic signaling pathway in response to oxidative stress,cellular response to starvation,negative regulation of cell migration,stress-activated protein kinase signaling cascade,response to hydrogen peroxide,regulation of apoptotic process,protein autophosphorylation,regulation of axon regeneration,neuron projection morphogenesis,execution phase of apoptosis,signal transduction by protein phosphorylation,activation of protein kinase activity"
225,STE,Hek293_XO44 / Hek293_control,O96013,O96013,6.38369013963078,6.38369013963078,0.0060387435015093,0.0049963427358001,6,O96013,PAK4,Serine/threonine-protein kinase PAK 4,PAK4_HUMAN,22,8249.91808687334,83.4991808687334,Hek293_XO44,Hek293_control,"Golgi apparatus,cell-cell adherens junction,focal adhesion,cytoplasm","protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,Rac GTPase binding,cadherin binding involved in cell-cell adhesion","apoptotic process,cytoskeleton organization,cell cycle,signal transduction,Rho protein signal transduction,regulation of mitotic cell cycle,cell proliferation,cell growth,cell migration,signal transduction by protein phosphorylation,actin cytoskeleton organization,stress-activated protein kinase signaling cascade,activation of protein kinase activity,regulation of apoptotic process,regulation of MAPK cascade,positive regulation of angiogenesis,dendritic spine development,cellular response to organic cyclic compound,cell-cell adhesion,negative regulation of endothelial cell apoptotic process,cytokinesis"
226,STE,Hek293_XO44 / Hek293_control,Q13233,Q13233,5.34392687180777,5.34392687180777,0.0006336296267097,0.003619070808564,6,Q13233,MAP3K1,Mitogen-activated protein kinase kinase kinase 1,M3K1_HUMAN,25,3961.46096027456,40.6146096027456,Hek293_XO44,Hek293_control,"cytoplasm,cytosol","protein kinase activity,protein serine/threonine kinase activity,MAP kinase kinase kinase activity,protein binding,ATP binding,zinc ion binding,protein kinase binding","MAPK cascade,activation of MAPKK activity,MyD88-dependent toll-like receptor signaling pathway,protein phosphorylation,regulation of mitotic cell cycle,signal transduction by protein phosphorylation,stress-activated protein kinase signaling cascade,activation of protein kinase activity,Fc-epsilon receptor signaling pathway,regulation of apoptotic process,cellular response to mechanical stimulus"
227,STE,Hek293_XO44 / Hek293_control,O00506,O00506,5.46307381280658,5.46307381280658,0.0016494230236285,0.0046351648572435,6,O00506,STK25,Serine/threonine-protein kinase 25,STK25_HUMAN,13,4311.12217060446,44.1112217060446,Hek293_XO44,Hek293_control,"Golgi membrane,cytoplasm,extracellular exosome,Golgi apparatus","protein kinase activity,protein binding,ATP binding,MAP kinase kinase kinase kinase activity,protein homodimerization activity,metal ion binding,protein serine/threonine kinase activity","MAPK cascade,activation of MAPKKK activity,protein phosphorylation,response to oxidative stress,establishment or maintenance of cell polarity,signal transduction,regulation of mitotic cell cycle,positive regulation of stress-activated MAPK cascade,intrinsic apoptotic signaling pathway in response to hydrogen peroxide,response to hydrogen peroxide,regulation of apoptotic process,protein autophosphorylation,neuron projection morphogenesis,positive regulation of axonogenesis,Golgi localization,establishment of Golgi localization,Golgi reassembly,stress-activated protein kinase signaling cascade,signal transduction by protein phosphorylation,activation of protein kinase activity"
228,STE,Hek293_XO44 / Hek293_control,Q13188,Q13188,8.07924307566918,8.07924307566918,0.0022328417808349,0.0047730276111831,6,Q13188,STK3,Serine/threonine-protein kinase 3,STK3_HUMAN,20,26945.468440796,270.45468440796,Hek293_XO44,Hek293_control,"nucleus,cytoplasm,cytosol","magnesium ion binding,protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,identical protein binding,protein serine/threonine kinase activator activity,protein dimerization activity,MAP kinase kinase kinase activity","neural tube formation,endocardium development,protein phosphorylation,apoptotic process,signal transduction,regulation of mitotic cell cycle,central nervous system development,negative regulation of cell proliferation,signal transduction by protein phosphorylation,stress-activated protein kinase signaling cascade,positive regulation of protein binding,hippo signaling,intracellular signal transduction,regulation of apoptotic process,positive regulation of apoptotic process,positive regulation of fat cell differentiation,positive regulation of JNK cascade,negative regulation of organ growth,protein stabilization,positive regulation of sequence-specific DNA binding transcription factor activity,positive regulation of protein kinase B signaling,primitive hemopoiesis,cell differentiation involved in embryonic placenta development,regulation of cell differentiation involved in embryonic placenta development,positive regulation of protein serine/threonine kinase activity,negative regulation of canonical Wnt signaling pathway,hepatocyte apoptotic process,positive regulation of extrinsic apoptotic signaling pathway via death domain receptors,G2 DNA damage checkpoint,activation of MAPKK activity,activation of protein kinase activity"
229,STE,Hek293_XO44 / Hek293_control,Q9H2G2,Q9H2G2,6.69459998491477,6.69459998491477,0.0001821809890881,0.0020142752906435,6,Q9H2G2,SLK,STE20-like serine/threonine-protein kinase,SLK_HUMAN,62,10257.9880212345,103.579880212345,Hek293_XO44,Hek293_control,"cytoplasm,cell leading edge,perinuclear region of cytoplasm,extracellular exosome","protein serine/threonine kinase activity,protein binding,ATP binding,identical protein binding,protein homodimerization activity,cadherin binding","apoptotic process,regulation of mitotic cell cycle,signal transduction by protein phosphorylation,regulation of cell migration,stress-activated protein kinase signaling cascade,cytoplasmic microtubule organization,activation of protein kinase activity,regulation of apoptotic process,protein autophosphorylation,regulation of focal adhesion assembly"
230,STE,Hek293_XO44 / Hek293_control,O43318,O43318,7.93634469305948,7.93634469305948,0.0024535802887911,0.0047730276111831,6,O43318,MAP3K7,Mitogen-activated protein kinase kinase kinase 7,M3K7_HUMAN,22,24395.0205724157,244.950205724157,Hek293_XO44,Hek293_control,"nucleus,Ada2/Gcn5/Ada3 transcription activator complex,cytosol,plasma membrane,endosome membrane,IkappaB kinase complex","magnesium ion binding,protein kinase activity,protein serine/threonine kinase activity,MAP kinase kinase kinase activity,protein binding,ATP binding,identical protein binding,scaffold protein binding","activation of MAPKK activity,activation of MAPK activity,stimulatory C-type lectin receptor signaling pathway,positive regulation of T cell cytokine production,MyD88-dependent toll-like receptor signaling pathway,transcription, DNA-templated,transforming growth factor beta receptor signaling pathway,Wnt signaling pathway, calcium modulating pathway,I-kappaB kinase/NF-kappaB signaling,activation of NF-kappaB-inducing kinase activity,I-kappaB phosphorylation,JNK cascade,viral process,positive regulation of macroautophagy,protein deubiquitination,positive regulation of interleukin-2 production,Fc-epsilon receptor signaling pathway,positive regulation of I-kappaB kinase/NF-kappaB signaling,anoikis,positive regulation of JUN kinase activity,histone H3 acetylation,T cell receptor signaling pathway,positive regulation of NF-kappaB transcription factor activity,stress-activated MAPK cascade,nucleotide-binding oligomerization domain containing signaling pathway,interleukin-1-mediated signaling pathway"
231,STE,Hek293_XO44 / Hek293_control,Q9Y4K4,Q9Y4K4,7.25751816280198,7.25751816280198,0.0022933000829456,0.0047730276111831,6,Q9Y4K4,MAP4K5,Mitogen-activated protein kinase kinase kinase kinase 5,M4K5_HUMAN,38,15201.3821269737,153.013821269737,Hek293_XO44,Hek293_control,cytoplasm,"protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,MAP kinase kinase kinase kinase activity","activation of MAPKKK activity,protein phosphorylation,activation of JUN kinase activity,regulation of mitotic cell cycle,intracellular signal transduction,regulation of apoptotic process,signal transduction by protein phosphorylation,stress-activated protein kinase signaling cascade,activation of protein kinase activity,MAPK cascade"
232,STE,Hek293_XO44 / Hek293_control,Q8IVH8,Q8IVH8,6.80766861658322,6.80766861658322,0.0023756905767814,0.0047730276111831,6,Q8IVH8,MAP4K3,Mitogen-activated protein kinase kinase kinase kinase 3,M4K3_HUMAN,31,11102.4355533105,112.024355533105,Hek293_XO44,Hek293_control,cytoplasm,"protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,MAP kinase kinase kinase kinase activity","activation of MAPKKK activity,protein phosphorylation,JNK cascade,regulation of mitotic cell cycle,response to UV,response to tumor necrosis factor,intracellular signal transduction,regulation of apoptotic process,activation of protein kinase activity,MAPK cascade,signal transduction by protein phosphorylation,stress-activated protein kinase signaling cascade"
233,STE,Hek293_XO44 / Hek293_control,O14733,O14733,4.96652182173347,4.96652182173347,0.0051444688010423,0.0048608316514328,6,O14733,MAP2K7,Dual specificity mitogen-activated protein kinase kinase 7,MP2K7_HUMAN,18,3026.5979763678,31.265979763678,Hek293_XO44,Hek293_control,"nucleus,cytoplasm,cytosol","magnesium ion binding,protein serine/threonine kinase activity,MAP kinase kinase activity,protein tyrosine kinase activity,protein binding,ATP binding,enzyme binding,protein kinase binding,protein phosphatase binding,JUN kinase kinase activity","apoptotic process,response to osmotic stress,signal transduction,JNK cascade,activation of JUN kinase activity,regulation of mitotic cell cycle,response to heat,response to UV,peptidyl-tyrosine phosphorylation,positive regulation of telomere maintenance via telomerase,response to tumor necrosis factor,proteolysis in other organism,Fc-epsilon receptor signaling pathway,regulation of apoptotic process,stress-activated MAPK cascade,positive regulation of telomerase activity,positive regulation of telomere capping,signal transduction by protein phosphorylation,activation of MAPK activity,activation of protein kinase activity,stress-activated protein kinase signaling cascade"
234,STE,Hek293_XO44 / Hek293_control,Q13043,Q13043,8.80804294403976,8.80804294403976,0.0029700209411145,0.0047730276111831,6,Q13043,STK4,Serine/threonine-protein kinase 4,STK4_HUMAN,27,44721.3702376034,448.213702376034,Hek293_XO44,Hek293_control,"nucleus,nucleoplasm,cytoplasm,cytosol,nuclear body","magnesium ion binding,protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,transcription factor binding,identical protein binding,protein homodimerization activity,protein serine/threonine kinase activator activity,protein dimerization activity,MAP kinase kinase kinase activity","cell morphogenesis,patterning of blood vessels,neural tube formation,positive regulation of protein phosphorylation,endocardium development,protein phosphorylation,apoptotic process,signal transduction,regulation of mitotic cell cycle,central nervous system development,negative regulation of cell proliferation,peptidyl-serine phosphorylation,signal transduction by protein phosphorylation,keratinocyte differentiation,stress-activated protein kinase signaling cascade,positive regulation of protein binding,positive regulation of peptidyl-serine phosphorylation,hippo signaling,intracellular signal transduction,positive regulation of apoptotic process,positive regulation of fat cell differentiation,negative regulation of organ growth,protein autophosphorylation,protein stabilization,primitive hemopoiesis,cell differentiation involved in embryonic placenta development,regulation of cell differentiation involved in embryonic placenta development,positive regulation of protein serine/threonine kinase activity,negative regulation of canonical Wnt signaling pathway,hepatocyte apoptotic process,positive regulation of extrinsic apoptotic signaling pathway via death domain receptors,positive regulation of vascular associated smooth muscle cell apoptotic process,G2 DNA damage checkpoint,activation of MAPKK activity,activation of protein kinase activity,regulation of apoptotic process"
