Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,GO Cellular Component,GO Molecular Function,GO Biological Process,Kinase Classification
XO44 / control,Q16644,Q16644,7.15507887744493,7.15507887744493,0.000735552413358076,2.09148008751937E-05,12,Q16644,MAPKAPK3,MAP kinase-activated protein kinase 3,MAPK3_HUMAN,4,14152.5759327808,142.525759327808,XO44,"nucleus,nucleoplasm,cytoplasm,cytosol","protein serine/threonine kinase activity,calmodulin-dependent protein kinase activity,MAP kinase kinase activity,protein binding,calmodulin binding,ATP binding,calcium-dependent protein serine/threonine kinase activity,mitogen-activated protein kinase binding","MAPK cascade,activation of MAPK activity,toll-like receptor signaling pathway,signal transduction,cell surface receptor signaling pathway,Ras protein signal transduction,peptidyl-serine phosphorylation,response to lipopolysaccharide,response to cytokine,macropinocytosis,protein autophosphorylation,vascular endothelial growth factor receptor signaling pathway,intracellular signal transduction",CAMK
XO44 / control,Q8N568,Q8N568,6.60669928376579,6.60669928376579,1.11637261527373E-05,6.87784297557541E-07,12,Q8N568,DCLK2,Serine/threonine-protein kinase DCLK2,DCLK2_HUMAN,7,9645.73631515094,97.4573631515094,XO44,"cytoplasm,microtubule,microtubule cytoskeleton","protein serine/threonine kinase activity,ATP binding","microtubule cytoskeleton organization,peptidyl-serine phosphorylation,peptidyl-threonine phosphorylation,hippocampus development,pyramidal neuron development,neuron differentiation,intracellular signal transduction,negative regulation of protein localization to nucleus",CAMK
XO44 / control,Q8IW41,Q8IW41,7.21415688485603,7.21415688485603,2.78014495588877E-05,1.26495563608187E-06,12,Q8IW41,MAPKAPK5,MAP kinase-activated protein kinase 5,MAPK5_HUMAN,7,14748.3301610842,148.483301610842,XO44,"nucleus,nucleoplasm,cytoplasm,cytosol","p53 binding,protein serine/threonine kinase activity,calmodulin-dependent protein kinase activity,MAP kinase kinase activity,protein binding,calmodulin binding,ATP binding,calcium-dependent protein serine/threonine kinase activity,mitogen-activated protein kinase binding","MAPK cascade,activation of MAPK activity,regulation of translation,signal transduction,cell surface receptor signaling pathway,Ras protein signal transduction,peptidyl-serine phosphorylation,negative regulation of TOR signaling,positive regulation of telomere maintenance via telomerase,protein autophosphorylation,positive regulation of telomerase activity,stress-induced premature senescence,regulation of signal transduction by p53 class mediator,positive regulation of telomere capping,intracellular signal transduction",CAMK
XO44 / control,P53355,P53355,6.52207692378246,6.52207692378246,0.000628596816517009,1.80605952888559E-05,12,P53355,DAPK1,Death-associated protein kinase 1,DAPK1_HUMAN,5,9090.534889678,91.90534889678,XO44,"cytoplasm,plasma membrane,actin cytoskeleton","protein kinase activity,protein serine/threonine kinase activity,calmodulin-dependent protein kinase activity,protein binding,calmodulin binding,ATP binding,GTP binding,syntaxin-1 binding,identical protein binding","protein phosphorylation,apoptotic process,extrinsic apoptotic signaling pathway via death domain receptors,regulation of autophagy,positive regulation of autophagy,negative regulation of translation,intracellular signal transduction,regulation of apoptotic process,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,protein autophosphorylation,cellular response to interferon-gamma,cellular response to hydroperoxide,apoptotic signaling pathway,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,regulation of N-methyl-D-aspartate selective glutamate receptor activity",CAMK
XO44 / control,O94768,O94768,7.25181252032624,7.25181252032624,0.0203279257284345,0.000513792574554003,6,O94768,STK17B,Serine/threonine-protein kinase 17B,ST17B_HUMAN,3,15140.9869615691,152.409869615691,XO44,"nucleus,endoplasmic reticulum-Golgi intermediate compartment,plasma membrane,actin cytoskeleton","protein kinase activity,protein serine/threonine kinase activity,ATP binding","protein phosphorylation,apoptotic process,intracellular signal transduction,protein autophosphorylation,positive regulation of fibroblast apoptotic process",CAMK
XO44 / control,Q16566,Q16566,8.91830503617018,8.91830503617018,4.18508319149586E-05,1.72984644049731E-06,12,Q16566,CAMK4,Calcium/calmodulin-dependent protein kinase type IV,KCC4_HUMAN,16,48281.2769111097,483.812769111097,XO44,"fibrillar center,nucleus,nucleoplasm,cytoplasm,cytosol,extracellular exosome","calmodulin-dependent protein kinase activity,calmodulin binding,ATP binding,calcium-dependent protein serine/threonine kinase activity","adaptive immune response,protein phosphorylation,inflammatory response,signal transduction,long-term memory,peptidyl-serine phosphorylation,regulation of T cell differentiation in thymus,intracellular signal transduction,myeloid dendritic cell differentiation,regulation of osteoclast differentiation,positive regulation of transcription, DNA-templated,protein autophosphorylation,myeloid dendritic cell cytokine production",CAMK
XO44 / control,Q9Y2K2,Q9Y2K2,7.25191933456648,7.25191933456648,0.000273434217128189,8.44777655587387E-06,12,Q9Y2K2,SIK3,Serine/threonine-protein kinase SIK3,SIK3_HUMAN,15,15142.1154153749,152.421154153749,XO44,cytoplasm,"magnesium ion binding,protein serine/threonine kinase activity,protein binding,ATP binding","protein phosphorylation,regulation of glucose metabolic process",CAMK
XO44 / control,Q9BYT3,Q9BYT3,7.25674208383506,7.25674208383506,1.84476090699966E-05,9.50873527853633E-07,12,Q9BYT3,STK33,Serine/threonine-protein kinase 33,STK33_HUMAN,11,15193.1531617057,152.931531617057,XO44,"intracellular,perinuclear region of cytoplasm","protein serine/threonine kinase activity,ATP binding","peptidyl-serine phosphorylation,peptidyl-threonine phosphorylation,intracellular signal transduction,protein autophosphorylation",CAMK
XO44 / control,Q8NCB2,Q8NCB2,7.34942228077551,7.34942228077551,0.000284159317773533,8.74008404254677E-06,10,Q8NCB2,CAMKV,CaM kinase-like vesicle-associated protein,CAMKV_HUMAN,5,16207.8443362015,163.078443362015,XO44,"intracellular,plasma membrane,cytoplasmic vesicle membrane","calmodulin-dependent protein kinase activity,calmodulin binding,ATP binding,protein serine/threonine kinase activity","peptidyl-serine phosphorylation,peptidyl-threonine phosphorylation,intracellular signal transduction",CAMK
XO44 / control,Q9H0K1,Q9H0K1,7.30877523998203,7.30877523998203,3.58516707367169E-05,1.53344701958833E-06,12,Q9H0K1,SIK2,Serine/threonine-protein kinase SIK2,SIK2_HUMAN,9,15754.793092895,158.54793092895,XO44,"nucleus,cytoplasm","magnesium ion binding,protein serine/threonine kinase activity,protein binding,ATP binding","protein phosphorylation,cellular response to hormone stimulus,intracellular signal transduction,regulation of insulin receptor signaling pathway,protein autophosphorylation",CAMK
XO44 / control,P54646,P54646,8.84706369065464,8.84706369065464,3.13682621395508E-06,2.99690929211426E-07,12,P54646,PRKAA2,5'-AMP-activated protein kinase catalytic subunit alpha-2,AAPK2_HUMAN,12,45950.2025152747,460.502025152747,XO44,"nucleus,nucleoplasm,cytoplasm,Golgi apparatus,cytosol,nuclear speck,nucleotide-activated protein kinase complex","chromatin binding,protein kinase activity,protein serine/threonine kinase activity,AMP-activated protein kinase activity,protein serine/threonine/tyrosine kinase activity,protein binding,ATP binding,histone serine kinase activity,metal ion binding,[hydroxymethylglutaryl-CoA reductase (NADPH)] kinase activity,[acetyl-CoA carboxylase] kinase activity","transcription, DNA-templated,regulation of transcription, DNA-templated,protein phosphorylation,fatty acid biosynthetic process,cholesterol biosynthetic process,carnitine shuttle,response to stress,cell cycle arrest,signal transduction,lipid biosynthetic process,positive regulation of autophagy,response to muscle activity,Wnt signaling pathway,macroautophagy,positive regulation of macroautophagy,regulation of macroautophagy,cellular response to nutrient levels,negative regulation of TOR signaling,histone-serine phosphorylation,intracellular signal transduction,cellular response to drug,cellular response to glucose starvation,regulation of fatty acid biosynthetic process,glucose homeostasis,regulation of circadian rhythm,negative regulation of apoptotic process,positive regulation of glycolytic process,rhythmic process,fatty acid homeostasis,cellular response to prostaglandin E stimulus,regulation of signal transduction by p53 class mediator,regulation of energy homeostasis",CAMK
XO44 / control,Q8IU85,Q8IU85,8.6319323472837,8.6319323472837,1.89738295518015E-05,9.68345173178099E-07,12,Q8IU85,CAMK1D,Calcium/calmodulin-dependent protein kinase type 1D,KCC1D_HUMAN,13,39570.7633288994,396.707633288994,XO44,"nucleus,cytoplasm,intracellular","calmodulin-dependent protein kinase activity,calmodulin binding,ATP binding,protein serine/threonine kinase activity","inflammatory response,positive regulation of neuron projection development,peptidyl-serine phosphorylation,peptidyl-threonine phosphorylation,positive regulation of CREB transcription factor activity,intracellular signal transduction,positive regulation of apoptotic process,negative regulation of apoptotic process,positive regulation of phagocytosis,regulation of dendrite development,positive regulation of respiratory burst,regulation of granulocyte chemotaxis,positive regulation of neutrophil chemotaxis",CAMK
XO44 / control,O94806,O94806,8.22833894492181,8.22833894492181,7.04721144557955E-06,5.13142124795466E-07,12,O94806,PRKD3,Serine/threonine-protein kinase D3,KPCD3_HUMAN,9,29890.0256297405,299.900256297405,XO44,"nucleoplasm,cytosol,membrane","protein serine/threonine kinase activity,protein kinase C activity,protein binding,ATP binding,kinase activity,metal ion binding","protein phosphorylation,protein kinase C-activating G-protein coupled receptor signaling pathway,sphingolipid biosynthetic process,protein kinase D signaling",CAMK
XO44 / control,Q7KZI7,Q7KZI7,8.6383085810162,8.6383085810162,2.27989045628903E-05,1.1002666234319E-06,12,Q7KZI7,MARK2,Serine/threonine-protein kinase MARK2,MARK2_HUMAN,20,39746.4829745989,398.464829745989,XO44,"nucleoplasm,mitochondrion,actin filament,plasma membrane,membrane,lateral plasma membrane,microtubule bundle","magnesium ion binding,RNA binding,protein serine/threonine kinase activity,protein binding,ATP binding,lipid binding,protein kinase activator activity,cadherin binding,tau-protein kinase activity","microtubule cytoskeleton organization,mitophagy,neuron migration,protein phosphorylation,positive regulation of neuron projection development,Wnt signaling pathway,peptidyl-threonine phosphorylation,establishment of cell polarity,activation of protein kinase activity,intracellular signal transduction,establishment or maintenance of epithelial cell apical/basal polarity,protein autophosphorylation,regulation of axonogenesis,regulation of cytoskeleton organization,mitochondrion localization",CAMK
XO44 / control,P15735,P15735,9.92415756290163,9.92415756290163,1.78447953511942E-06,1.92898541084472E-07,12,P15735,PHKG2,"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform",PHKG2_HUMAN,13,97055.8841010071,971.558841010071,XO44,"cellular_component,cytosol,phosphorylase kinase complex","protein serine/threonine kinase activity,phosphorylase kinase activity,protein binding,calmodulin binding,ATP binding,enzyme binding,tau-protein kinase activity","glycogen metabolic process,glycogen biosynthetic process,glycogen catabolic process,generation of precursor metabolites and energy,protein phosphorylation,peptidyl-serine phosphorylation,peptidyl-threonine phosphorylation,intracellular signal transduction,positive regulation of glycogen catabolic process",CAMK
