HGNC ,Kinase Classification,Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process
,,HeLa_XO44 / Hek293_XO44,P04083,P04083,4.193812777360974,4.193812777360974,0.0189551483714973,0.0070907399455285,6,P04083,ANXA1,Annexin A1,ANXA1_HUMAN,20,1730.052050655507,18.30052050655507,HeLa_XO44,Hek293_XO44,"cornified envelope,phagocytic cup,extracellular region,extracellular space,nucleus,nucleoplasm,cytoplasm,endosome,cytosol,plasma membrane,cell-cell adherens junction,focal adhesion,cell surface,basolateral plasma membrane,apical plasma membrane,lateral plasma membrane,extrinsic component of membrane,cytoplasmic vesicle membrane,extrinsic component of external side of plasma membrane,extrinsic component of endosome membrane,motile cilium,early endosome membrane,mitochondrial membrane,vesicle,sarcolemma,mast cell granule,extracellular exosome,actin filament","single-stranded DNA binding,single-stranded RNA binding,helicase activity,receptor binding,structural molecule activity,calcium ion binding,protein binding,phospholipid binding,calcium-dependent phospholipid binding,phospholipase A2 inhibitor activity,protein binding, bridging,double-stranded DNA-dependent ATPase activity,annealing helicase activity,protein homodimerization activity,calcium-dependent protein binding,cadherin binding involved in cell-cell adhesion","DNA strand renaturation,neutrophil homeostasis,adaptive immune response,monocyte chemotaxis,regulation of leukocyte migration,phagocytosis,inflammatory response,signal transduction,cell surface receptor signaling pathway,G-protein coupled receptor signaling pathway,G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger,regulation of cell shape,response to X-ray,myoblast migration involved in skeletal muscle regeneration,peptide cross-linking,cytokine-mediated signaling pathway,insulin secretion,keratinocyte differentiation,prostate gland development,endocrine pancreas development,positive regulation of vesicle fusion,positive regulation of prostaglandin biosynthetic process,actin cytoskeleton reorganization,response to estradiol,DNA duplex unwinding,regulation of interleukin-1 production,positive regulation of interleukin-2 production,positive regulation of neutrophil apoptotic process,cellular response to vascular endothelial growth factor stimulus,DNA rewinding,gliogenesis,positive regulation of T cell proliferation,negative regulation of apoptotic process,response to peptide hormone,estrous cycle,innate immune response,positive regulation of T-helper 1 cell differentiation,negative regulation of T-helper 2 cell differentiation,negative regulation of exocytosis,alpha-beta T cell differentiation,regulation of hormone secretion,arachidonic acid secretion,regulation of inflammatory response,cellular response to hydrogen peroxide,hepatocyte differentiation,prolactin secretion,response to interleukin-1,cellular response to glucocorticoid stimulus,granulocyte chemotaxis,positive regulation of cell migration involved in sprouting angiogenesis,positive regulation of wound healing,neutrophil clearance,cell-cell adhesion,positive regulation of G1/S transition of mitotic cell cycle,negative regulation of phospholipase A2 activity,negative regulation of interleukin-8 secretion"
,,HeLa_XO44 / Hek293_XO44,P33897,P33897,4.186168087618048,4.186168087618048,0.0067575480962018,0.0051559618984847,6,P33897,ABCD1,ATP-binding cassette sub-family D member 1,ABCD1_HUMAN,21,1720.3804437809886,18.20380443780989,HeLa_XO44,Hek293_XO44,"cytoplasm,mitochondrion,peroxisome,peroxisomal membrane,integral component of peroxisomal membrane,cytosol,membrane,perinuclear region of cytoplasm","transporter activity,long-chain fatty acid transporter activity,protein binding,ATP binding,ATPase activity,enzyme binding,ATPase activity, coupled to transmembrane movement of substances,identical protein binding,protein homodimerization activity","fatty acid beta-oxidation,peroxisome organization,peroxisomal long-chain fatty acid import,peroxisomal membrane transport,fatty acid beta-oxidation using acyl-CoA oxidase,alpha-linolenic acid metabolic process,long-chain fatty acid catabolic process,very long-chain fatty acid catabolic process,linoleic acid metabolic process,transmembrane transport"
,,HeLa_XO44 / Hek293_XO44,Q8WUX1,Q8WUX1,4.171388998550078,4.171388998550078,0.0159288733397362,0.0066818882039292,6,Q8WUX1,SLC38A5,Sodium-coupled neutral amino acid transporter 5,S38A5_HUMAN,4,1701.8275049292963,18.018275049292964,HeLa_XO44,Hek293_XO44,"plasma membrane,integral component of plasma membrane","amino acid transmembrane transporter activity,glycine transmembrane transporter activity","amino acid transmembrane transport,amino acid transport,glycine transport"
,,HeLa_XO44 / Hek293_XO44,P08195,P08195,4.160631841639989,4.160631841639989,0.0093703421288055,0.0057032661954054,6,P08195,SLC3A2,Amino acid transporter heavy chain SLC3A2,4F2_HUMAN,29,1688.442514366143,17.88442514366143,HeLa_XO44,Hek293_XO44,"nucleus,cytosol,plasma membrane,cell surface,membrane,integral component of membrane,apical plasma membrane,melanosome,extracellular exosome","RNA binding,double-stranded RNA binding,catalytic activity,calcium:sodium antiporter activity,protein binding,neutral amino acid transmembrane transporter activity,cadherin binding","carbohydrate metabolic process,calcium ion transport,amino acid transport,tryptophan transport,cell growth,sodium ion transmembrane transport,response to exogenous dsRNA,leukocyte migration,L-alpha-amino acid transmembrane transport,L-leucine import into cell"
,,HeLa_XO44 / Hek293_XO44,Q04695,Q04695,4.118420583588901,4.118420583588901,0.0211288726498818,0.0074642948858891,6,Q04695,KRT17,"Keratin, type I cytoskeletal 17",K1C17_HUMAN,19,1636.873265498463,17.36873265498463,HeLa_XO44,Hek293_XO44,"cytosol,intermediate filament,intermediate filament cytoskeleton,extracellular exosome,cell periphery","structural constituent of cytoskeleton,protein binding,MHC class II receptor activity,MHC class II protein binding","signal transduction,epidermis development,positive regulation of cell growth,hair follicle morphogenesis,keratinization,intermediate filament organization,positive regulation of translation,positive regulation of hair follicle development,cornification"
,,HeLa_XO44 / Hek293_XO44,Q8NDH3,Q8NDH3,4.117243886363753,4.117243886363753,0.0134961311215717,0.0063811426388714,6,Q8NDH3,NPEPL1,Probable aminopeptidase NPEPL1,PEPL1_HUMAN,8,1635.457206910414,17.35457206910414,HeLa_XO44,Hek293_XO44,"nucleus,cytoplasm","aminopeptidase activity,metalloexopeptidase activity,manganese ion binding",proteolysis
,,HeLa_XO44 / Hek293_XO44,Q07092,Q07092,4.06648654489902,4.06648654489902,0.0176999661499976,0.0069227805986059,6,Q07092,COL16A1,Collagen alpha-1(XVI) chain,COGA1_HUMAN,11,1575.461400598051,16.754614005980507,HeLa_XO44,Hek293_XO44,"extracellular region,proteinaceous extracellular matrix,collagen type XVI trimer,endoplasmic reticulum lumen,extracellular matrix","integrin binding,protein binding","cell adhesion,integrin-mediated signaling pathway,female pregnancy,extracellular matrix organization,integrin activation,cell adhesion mediated by integrin,positive regulation of focal adhesion assembly,cellular response to amino acid stimulus"
,,HeLa_XO44 / Hek293_XO44,Q8N556,Q8N556,4.033157652666443,4.033157652666443,0.0164799477364966,0.0067559650368439,6,Q8N556,AFAP1,Actin filament-associated protein 1,AFAP1_HUMAN,20,1537.1988491623529,16.37198849162353,HeLa_XO44,Hek293_XO44,"cytosol,focal adhesion,actin cytoskeleton",actin binding,"regulation of signal transduction,regulation of cytoskeleton organization"
,,HeLa_XO44 / Hek293_XO44,O95361,O95361,4.030666912488787,4.030666912488787,0.0048303710269325,0.0048473930979644,6,O95361,TRIM16,Tripartite motif-containing protein 16,TRI16_HUMAN,12,1534.374746512815,16.343747465128146,HeLa_XO44,Hek293_XO44,"cytoplasm,cytosol,plasma membrane,PML body","DNA binding,protein binding,zinc ion binding,interleukin-1 binding,NACHT domain binding","response to retinoic acid,histone H3 acetylation,histone H4 acetylation,positive regulation of keratinocyte differentiation,positive regulation of transcription, DNA-templated,response to organophosphorus,positive regulation of retinoic acid receptor signaling pathway,positive regulation of interleukin-1 beta secretion,response to growth hormone"
,,HeLa_XO44 / Hek293_XO44,P50416,P50416,4.0212371064169785,4.0212371064169785,0.0067391592055746,0.0051539906680045,6,P50416,CPT1A,"Carnitine O-palmitoyltransferase 1, liver isoform",CPT1A_HUMAN,33,1523.7269115420738,16.237269115420737,HeLa_XO44,Hek293_XO44,"mitochondrion,mitochondrial outer membrane,mitochondrial inner membrane,membrane,integral component of mitochondrial outer membrane","carnitine O-palmitoyltransferase activity,identical protein binding,palmitoleoyltransferase activity","long-chain fatty acid metabolic process,glucose metabolic process,fatty acid beta-oxidation,triglyceride metabolic process,carnitine shuttle,circadian rhythm,carnitine metabolic process,response to organic cyclic compound,regulation of lipid metabolic process,epithelial cell differentiation,positive regulation of fatty acid beta-oxidation,response to drug,eating behavior,regulation of insulin secretion,protein homooligomerization,cellular response to fatty acid"
,,HeLa_XO44 / Hek293_XO44,Q12805,Q12805,3.997280939979788,3.997280939979788,0.0088760828223782,0.0056212829954731,6,Q12805,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,FBLN3_HUMAN,7,1496.9873058584958,15.969873058584955,HeLa_XO44,Hek293_XO44,"extracellular region,proteinaceous extracellular matrix,extracellular space,extracellular exosome,extracellular matrix","epidermal growth factor-activated receptor activity,epidermal growth factor receptor binding,calcium ion binding,protein binding,growth factor activity","regulation of transcription, DNA-templated,epidermal growth factor receptor signaling pathway,visual perception,regulation of receptor activity,peptidyl-tyrosine phosphorylation,negative regulation of chondrocyte differentiation,camera-type eye development,embryonic eye morphogenesis,post-embryonic eye morphogenesis"
,,HeLa_XO44 / Hek293_XO44,Q15113,Q15113,3.953193969300714,3.953193969300714,0.0225102868555972,0.0077048067105289,6,Q15113,PCOLCE,Procollagen C-endopeptidase enhancer 1,PCOC1_HUMAN,3,1448.923480668277,15.48923480668277,HeLa_XO44,Hek293_XO44,"extracellular region,extracellular space,extracellular exosome,extracellular matrix","protein binding,collagen binding,heparin binding,peptidase activator activity","proteolysis,multicellular organism development,positive regulation of peptidase activity,cellular response to leukemia inhibitory factor"
,,HeLa_XO44 / Hek293_XO44,Q9P242,Q9P242,3.944689240477393,3.944689240477393,0.0034998689103877,0.004776387277119,6,Q9P242,NYAP2,Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 2,NYAP2_HUMAN,2,1439.819392927194,15.39819392927194,HeLa_XO44,Hek293_XO44,intracellular,protein binding,"phosphatidylinositol 3-kinase signaling,neuron projection morphogenesis"
,,HeLa_XO44 / Hek293_XO44,Q68CZ2,Q68CZ2,3.900934798626616,3.900934798626616,0.0031045967305537,0.0047730276111831,6,Q68CZ2,TNS3,Tensin-3,TENS3_HUMAN,30,1393.8203983985404,14.938203983985405,HeLa_XO44,Hek293_XO44,"cytosol,focal adhesion",protein binding,"positive regulation of cell proliferation,cell migration,lung alveolus development"
,,HeLa_XO44 / Hek293_XO44,Q53GA4,Q53GA4,3.8983477555787616,3.8983477555787616,0.0283543137485057,0.008776436818754,6,Q53GA4,PHLDA2,Pleckstrin homology-like domain family A member 2,PHLA2_HUMAN,4,1391.144077586608,14.91144077586608,HeLa_XO44,Hek293_XO44,"cytoplasm,membrane",,"placenta development,apoptotic process,animal organ morphogenesis,regulation of gene expression,regulation of cell migration,regulation of spongiotrophoblast cell proliferation,regulation of glycogen metabolic process,regulation of growth hormone activity"
,,HeLa_XO44 / Hek293_XO44,Q9UPY5,Q9UPY5,3.893387736573087,3.893387736573087,0.0128319435449626,0.0062985965430234,6,Q9UPY5,SLC7A11,Cystine/glutamate transporter,XCT_HUMAN,8,1386.0262922426318,14.860262922426315,HeLa_XO44,Hek293_XO44,"rough endoplasmic reticulum,cytoskeleton,plasma membrane,integral component of plasma membrane,cell surface,integral component of membrane","protein binding,cystine:glutamate antiporter activity,L-amino acid transmembrane transporter activity","amino acid transport,response to oxidative stress,brain development,response to toxic substance,L-glutamate transport,response to nicotine,leukocyte migration,lens fiber cell differentiation,platelet aggregation,amino acid transmembrane transport"
,,HeLa_XO44 / Hek293_XO44,B7U540;Q14500,B7U540;Q14500,3.87390722655052,3.87390722655052,0.0111530798465876,0.0060395177746754,6,B7U540;Q14500,KCNJ18;KCNJ12,Inward rectifier potassium channel 18;ATP-sensitive inward rectifier potassium channel 12,KCJ18_HUMAN;KCJ12_HUMAN,2,1366.095550214627,14.660955502146273,HeLa_XO44,Hek293_XO44,"plasma membrane,integral component of plasma membrane;plasma membrane,integral component of plasma membrane,intrinsic component of membrane","inward rectifier potassium channel activity;inward rectifier potassium channel activity,G-protein activated inward rectifier potassium channel activity","potassium ion import,regulation of ion transmembrane transport;potassium ion transport,muscle contraction,regulation of heart contraction,potassium ion import,regulation of ion transmembrane transport,protein homotetramerization,cardiac conduction"
