Kinase Classification,Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process
CMGC,HeLa_XO44 / HeLa_control,Q9H2X6,Q9H2X6,4.38636028956011,4.38636028956011,0.0075432747650257,0.0053236589273606,6,Q9H2X6,HIPK2,Homeodomain-interacting protein kinase 2,HIPK2_HUMAN,14,1991.34662073355,20.9134662073355,HeLa_XO44,HeLa_control,"nucleus,nucleoplasm,cytoplasm,nuclear body,RNA polymerase II transcription factor complex,PML body","RNA polymerase II activating transcription factor binding,transcription corepressor activity,protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,SMAD binding,virion binding,RNA polymerase II transcription coactivator activity","negative regulation of transcription from RNA polymerase II promoter,eye development,transcription from RNA polymerase II promoter,protein phosphorylation,DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator,transforming growth factor beta receptor signaling pathway,smoothened signaling pathway,adult walking behavior,positive regulation of cell proliferation,anterior/posterior pattern specification,retina layer formation,peptidyl-serine phosphorylation,peptidyl-threonine phosphorylation,modulation by virus of host morphology or physiology,neuron differentiation,erythrocyte differentiation,positive regulation of transforming growth factor beta receptor signaling pathway,negative regulation of BMP signaling pathway,PML body organization,positive regulation of protein binding,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,positive regulation of DNA binding,negative regulation of neuron apoptotic process,positive regulation of angiogenesis,positive regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,positive regulation of JNK cascade,embryonic camera-type eye morphogenesis,voluntary musculoskeletal movement,positive regulation of sequence-specific DNA binding transcription factor activity,regulation of cell cycle,embryonic retina morphogenesis in camera-type eye,lens induction in camera-type eye,SMAD protein signal transduction,iris morphogenesis,cellular response to hypoxia,intrinsic apoptotic signaling pathway,regulation of signal transduction by p53 class mediator,negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process"
CMGC,HeLa_XO44 / HeLa_control,Q9H422,Q9H422,3.28569907715259,3.28569907715259,0.0249118370620979,0.0081158325414977,6,Q9H422,HIPK3,Homeodomain-interacting protein kinase 3,HIPK3_HUMAN,10,875.200642966896,9.75200642966896,HeLa_XO44,HeLa_control,"cytosol,nuclear body,PML body","protein kinase activity,protein serine/threonine kinase activity,ATP binding","regulation of transcription, DNA-templated,protein phosphorylation,apoptotic process,mRNA transcription,peptidyl-serine phosphorylation,peptidyl-threonine phosphorylation,negative regulation of apoptotic process,negative regulation of JUN kinase activity"
CMGC,HeLa_XO44 / HeLa_control,P11802,P11802,6.09895783289108,6.09895783289108,0.0072476931596216,0.0052630229458905,6,P11802,CDK4,Cyclin-dependent kinase 4,CDK4_HUMAN,16,6754.39692509741,68.5439692509741,HeLa_XO44,HeLa_control,"cyclin-dependent protein kinase holoenzyme complex,chromatin,nucleus,nucleoplasm,transcription factor complex,nucleolus,cytosol,bicellular tight junction,nuclear membrane,perinuclear region of cytoplasm,cyclin D2-CDK4 complex","cyclin-dependent protein serine/threonine kinase activity,protein binding,ATP binding,cyclin-dependent protein serine/threonine kinase regulator activity,cyclin binding","G1/S transition of mitotic cell cycle,lens development in camera-type eye,transcription initiation from RNA polymerase II promoter,protein phosphorylation,signal transduction,multicellular organism development,circadian rhythm,positive regulation of cell proliferation,response to toxic substance,response to organic substance,response to lead ion,regulation of gene expression,positive regulation of G2/M transition of mitotic cell cycle,animal organ regeneration,negative regulation of cyclin-dependent protein serine/threonine kinase activity involved in G1/S transition of mitotic cell cycle,cellular response to insulin stimulus,response to testosterone,regulation of multicellular organism growth,response to drug,positive regulation of apoptotic process,positive regulation of translation,positive regulation of cell cycle,positive regulation of cell size,regulation of insulin receptor signaling pathway,regulation of lipid biosynthetic process,positive regulation of fibroblast proliferation,regulation of lipid catabolic process,cell division,response to hyperoxia,adipose tissue development,negative regulation of cell cycle arrest,cellular response to lipopolysaccharide,cellular response to interleukin-4,cellular response to phorbol 13-acetate 12-myristate,cellular response to ionomycin"
CMGC,HeLa_XO44 / HeLa_control,P68400,P68400,4.35005724547412,4.35005724547412,0.0201174413410164,0.0072891485968254,6,P68400,CSNK2A1,Casein kinase II subunit alpha,CSK21_HUMAN,18,1939.37792368121,20.3937792368121,HeLa_XO44,HeLa_control,"nucleus,nucleoplasm,cytosol,plasma membrane,protein kinase CK2 complex,Sin3 complex,NuRD complex,PcG protein complex","protein serine/threonine kinase activity,protein binding,ATP binding,kinase activity,identical protein binding,ribonucleoprotein complex binding,protein N-terminus binding,Hsp90 protein binding","transcription, DNA-templated,regulation of transcription, DNA-templated,protein folding,protein phosphorylation,phosphatidylcholine biosynthetic process,apoptotic process,cell cycle,signal transduction,positive regulation of cell proliferation,Wnt signaling pathway,macroautophagy,peptidyl-threonine phosphorylation,cerebral cortex development,positive regulation of Wnt signaling pathway,positive regulation of cell growth,response to testosterone,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,positive regulation of protein catabolic process,rhythmic process,chaperone-mediated protein folding,liver regeneration,regulation of signal transduction by p53 class mediator,regulation of protein localization to plasma membrane,Requires Ontology"
CMGC,HeLa_XO44 / HeLa_control,Q9UBE8,Q9UBE8,4.04155544876953,4.04155544876953,0.0299073914456157,0.0090942703693492,6,Q9UBE8,NLK,Serine/threonine-protein kinase NLK,NLK_HUMAN,6,1546.75662465568,16.4675662465568,HeLa_XO44,HeLa_control,"nucleus,nucleoplasm,cytoplasm,cytosol","magnesium ion binding,protein kinase activity,protein serine/threonine kinase activity,MAP kinase activity,protein binding,ATP binding,transcription factor binding,ubiquitin protein ligase binding,SH2 domain binding","MAPK cascade,transcription, DNA-templated,regulation of transcription, DNA-templated,protein phosphorylation,transforming growth factor beta receptor signaling pathway,Wnt signaling pathway, calcium modulating pathway,regulation of gene expression,peptidyl-threonine phosphorylation,negative regulation of Wnt signaling pathway,intracellular signal transduction,serine phosphorylation of STAT protein,protein autophosphorylation,protein stabilization"
CMGC,HeLa_XO44 / HeLa_control,P19784,P19784,4.40478550664458,4.40478550664458,0.0127051091813108,0.0062808972729615,6,P19784,CSNK2A2,Casein kinase II subunit alpha',CSK22_HUMAN,17,2018.22730479183,21.1822730479183,HeLa_XO44,HeLa_control,"chromatin,acrosomal vesicle,nucleus,nucleoplasm,cytosol,plasma membrane,PcG protein complex","protein serine/threonine kinase activity,protein binding,ATP binding,protein N-terminus binding","transcription, DNA-templated,regulation of transcription, DNA-templated,protein folding,protein phosphorylation,phosphatidylcholine biosynthetic process,apoptotic process,cell cycle,spermatogenesis,Wnt signaling pathway,macroautophagy,cerebral cortex development,liver regeneration,regulation of signal transduction by p53 class mediator,regulation of mitophagy,positive regulation of protein targeting to mitochondrion,Requires Ontology"
CMGC,HeLa_XO44 / HeLa_control,P49761,P49761,5.64124566658491,5.64124566658491,0.0180775175705628,0.0069770755021267,6,P49761,CLK3,Dual specificity protein kinase CLK3,CLK3_HUMAN,17,4890.96079663669,49.9096079663669,HeLa_XO44,HeLa_control,"acrosomal vesicle,nucleus,nucleoplasm,membrane,nuclear speck,intermediate filament cytoskeleton","RNA binding,protein serine/threonine kinase activity,protein serine/threonine/tyrosine kinase activity,protein tyrosine kinase activity,protein binding,ATP binding,identical protein binding","protein phosphorylation,peptidyl-tyrosine phosphorylation,regulation of RNA splicing,protein autophosphorylation"
CMGC,HeLa_XO44 / HeLa_control,P49760,P49760,5.02191998912617,5.02191998912617,0.0155322285272659,0.0066290397356692,6,P49760,CLK2,Dual specificity protein kinase CLK2,CLK2_HUMAN,14,3148.99133096293,32.4899133096293,HeLa_XO44,HeLa_control,"nucleus,nucleoplasm,nuclear body,nuclear speck","protein serine/threonine kinase activity,protein serine/threonine/tyrosine kinase activity,protein tyrosine kinase activity,protein binding,ATP binding,identical protein binding","protein phosphorylation,response to ionizing radiation,peptidyl-tyrosine phosphorylation,response to retinoic acid,regulation of RNA splicing,negative regulation of gluconeogenesis,protein autophosphorylation"
CMGC,HeLa_XO44 / HeLa_control,P49759,P49759,5.89700863717632,5.89700863717632,0.0110182975905412,0.0060171623169217,6,P49759,CLK1,Dual specificity protein kinase CLK1,CLK1_HUMAN,10,5859.04252260754,59.5904252260754,HeLa_XO44,HeLa_control,"nucleus,cytoplasm","protein serine/threonine kinase activity,protein serine/threonine/tyrosine kinase activity,non-membrane spanning protein tyrosine kinase activity,protein binding,ATP binding","cell proliferation,peptidyl-serine phosphorylation,peptidyl-threonine phosphorylation,peptidyl-tyrosine phosphorylation,regulation of RNA splicing,protein autophosphorylation"
CMGC,HeLa_XO44 / HeLa_control,Q13523,Q13523,2.62842473676376,2.62842473676376,0.001392591432997,0.0044805669054574,6,Q13523,PRPF4B,Serine/threonine-protein kinase PRP4 homolog,PRP4B_HUMAN,40,518.350458445999,6.18350458445999,HeLa_XO44,HeLa_control,"chromosome,nuclear speck,catalytic step 2 spliceosome,nucleus","RNA binding,protein kinase activity,protein binding,ATP binding,cyclin-dependent protein serine/threonine kinase activity","mRNA splicing, via spliceosome,protein phosphorylation,RNA splicing"
CMGC,HeLa_XO44 / HeLa_control,O76039,O76039,5.20625117829825,5.20625117829825,0.0152400521924081,0.0065974460233001,6,O76039,CDKL5,Cyclin-dependent kinase-like 5,CDKL5_HUMAN,16,3591.79663506583,36.9179663506583,HeLa_XO44,HeLa_control,"nucleus,nucleoplasm,cytosol,dendrite cytoplasm,dendritic growth cone,synapse,perinuclear region of cytoplasm,ruffle membrane","protein kinase activity,protein serine/threonine kinase activity,ATP binding,kinase activity,Rac GTPase binding,cyclin-dependent protein serine/threonine kinase activity","neuron migration,protein phosphorylation,positive regulation of GTPase activity,positive regulation of axon extension,protein autophosphorylation,regulation of dendrite development,positive regulation of dendrite morphogenesis,positive regulation of dendritic spine development"
